,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,perc_approved_sem1,perc_approved_sem2,actual_target
2739,1,1,4,9085,1,1,Q2,1,37,1,9,9,Q2,1,0,0,1,0,1,Q1,0,0,5,7,4,14.5,0,0,5,5,5,13.6,0,Q2,Q2,1.74,Graduate,Q1,Q2,0
403,1,1,1,9254,1,1,Q1,1,19,38,9,9,Q2,0,0,0,1,0,0,Q1,0,0,6,6,6,12.0,0,0,6,7,4,12.75,0,Q3,Q2,1.79,Enrolled,Q2,Q1,0
1179,1,18,1,9556,1,1,Q2,1,38,37,9,9,Q1,0,0,0,1,0,1,Q1,0,0,7,11,7,12.625,0,0,8,11,8,12.5125,0,Q3,Q4,-1.7,Graduate,Q2,Q2,0
4098,1,17,2,9556,1,1,Q1,1,37,37,5,5,Q1,1,0,0,1,0,0,Q4,0,0,7,7,0,0.0,0,0,8,8,0,0.0,0,Q4,Q1,-0.92,Dropout,Q1,Q1,1
200,1,1,1,9085,1,1,Q2,1,1,1,4,7,Q2,1,0,0,1,0,0,Q1,0,0,5,9,4,13.75,0,0,5,13,4,14.333333333333334,2,Q2,Q2,1.74,Graduate,Q1,Q1,0
111,1,17,2,9147,1,1,Q1,1,1,38,4,7,Q1,1,0,0,1,0,1,Q1,0,0,5,9,3,13.0,0,0,5,11,3,11.0,0,Q1,Q2,3.51,Enrolled,Q1,Q1,0
3398,2,1,5,9500,1,1,Q1,1,1,19,4,4,Q1,0,0,0,1,0,0,Q1,0,0,7,7,6,14.35,0,0,7,7,6,14.35,0,Q1,Q3,0.32,Graduate,Q1,Q2,0
3795,1,1,3,9119,1,1,Q1,1,4,38,2,7,Q1,1,0,0,1,1,0,Q1,0,0,5,8,5,14.0,0,0,5,6,5,13.2,0,Q1,Q2,3.51,Graduate,Q2,Q2,0
1765,1,1,1,9147,1,1,Q2,1,19,38,9,9,Q2,1,0,0,1,0,0,Q4,0,0,5,6,0,0.0,0,0,5,0,0,0.0,0,Q4,Q4,-4.06,Dropout,Q1,Q1,1
2342,1,43,1,9003,1,1,Q2,1,2,4,4,1,Q2,0,0,0,1,1,0,Q4,0,16,18,22,18,11.666666666666666,0,12,13,13,12,11.5,1,Q4,Q4,-4.06,Graduate,Q2,Q2,0
2094,1,17,1,9853,1,1,Q2,1,3,3,2,2,Q2,1,0,0,0,0,0,Q4,0,0,6,9,6,16.333333333333332,0,0,6,8,5,15.6,0,Q3,Q4,-1.7,Dropout,Q2,Q1,1
3725,1,44,1,9003,1,39,Q1,1,1,1,3,10,Q2,0,0,0,1,1,0,Q3,0,4,10,21,5,11.4,1,2,7,13,6,11.666666666666666,0,Q4,Q4,-4.06,Dropout,Q1,Q2,1
1905,1,44,1,9238,1,39,Q2,1,1,37,4,8,Q2,1,0,0,1,0,1,Q2,0,3,6,6,6,13.333333333333334,0,2,6,6,6,14.166666666666666,0,Q3,Q1,0.79,Graduate,Q2,Q2,0
2569,1,1,2,9773,1,1,Q2,1,19,1,3,9,Q2,1,0,0,1,0,1,Q1,0,0,6,6,6,13.666666666666666,0,0,6,6,6,14.666666666666666,0,Q4,Q1,-0.92,Graduate,Q2,Q2,0
2347,1,18,1,9119,1,1,Q1,1,1,1,4,3,Q1,1,0,0,1,1,0,Q2,0,0,5,7,5,12.166666666666666,0,0,5,7,5,15.285714285714286,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
3298,1,17,1,9238,1,1,Q2,1,1,38,9,7,Q1,0,0,0,1,0,0,Q1,0,0,6,10,6,14.25,0,0,6,7,6,14.0,0,Q4,Q1,-0.92,Graduate,Q2,Q2,0
3506,1,17,1,9254,1,1,Q1,1,37,37,5,1,Q2,0,0,0,0,1,0,Q4,0,0,6,12,0,0.0,0,0,6,6,0,0.0,6,Q1,Q1,-3.12,Dropout,Q1,Q1,1
1648,1,1,5,9500,1,1,Q1,1,19,37,9,7,Q2,1,0,0,1,0,0,Q1,0,0,7,10,7,12.9,0,0,8,15,7,12.142857142857142,0,Q4,Q4,-4.06,Dropout,Q2,Q2,1
2775,1,1,4,9500,1,1,Q2,1,38,37,9,5,Q2,1,0,0,1,0,0,Q1,0,0,8,8,7,15.075714285714286,0,0,8,8,7,15.075714285714286,0,Q2,Q2,1.74,Graduate,Q2,Q2,0
1807,1,17,1,9670,1,1,Q1,1,3,3,1,1,Q1,0,0,0,1,1,0,Q1,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Q4,Q4,-4.06,Dropout,Q1,Q1,1
2810,1,1,1,9853,1,1,Q1,1,38,37,9,9,Q1,0,0,0,1,0,1,Q1,0,0,6,6,6,12.5,0,0,6,6,6,12.833333333333334,0,Q3,Q4,-1.7,Graduate,Q2,Q2,0
3321,1,1,6,9147,1,1,Q2,1,38,37,7,7,Q2,0,1,0,1,1,0,Q3,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,Q2,Q2,1.74,Dropout,Q1,Q1,1
2281,1,44,1,9003,1,39,Q2,1,1,38,9,6,Q2,0,0,0,1,1,0,Q3,0,0,6,13,4,11.75,0,0,6,15,4,10.5,0,Q4,Q4,-4.06,Enrolled,Q1,Q1,0
720,1,43,1,33,1,19,Q2,1,38,38,4,4,Q2,0,0,1,1,1,0,Q4,0,3,10,18,6,12.666666666666666,0,1,9,11,3,12.0,2,Q4,Q1,-0.92,Dropout,Q1,Q1,1
4413,1,43,1,33,1,1,Q2,1,37,1,9,10,Q1,1,0,0,1,1,0,Q3,0,5,10,13,5,11.6,0,2,8,10,2,13.0,0,Q3,Q2,1.79,Enrolled,Q1,Q1,0
2318,1,1,1,9070,1,1,Q2,1,1,1,4,8,Q2,0,0,0,1,1,0,Q1,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Q4,Q4,-4.06,Dropout,Q1,Q1,1
3879,2,39,1,9991,0,1,Q2,1,37,37,9,9,Q2,0,0,0,1,0,0,Q4,0,0,5,5,5,11.6,0,0,5,6,5,11.166666666666666,0,Q4,Q4,-4.06,Graduate,Q2,Q2,0
1024,1,18,2,9853,1,1,Q1,1,38,38,191,171,Q1,1,0,0,1,0,0,Q1,0,0,7,7,7,13.142857142857142,0,0,7,8,7,12.857142857142858,0,Q1,Q2,3.51,Graduate,Q2,Q2,0
476,1,1,2,9556,1,1,Q2,1,19,19,9,9,Q1,1,0,0,1,0,0,Q3,0,0,2,2,2,12.5,0,0,7,0,0,0.0,0,Q3,Q2,1.79,Dropout,Q2,Q1,1
1914,1,1,1,9853,1,1,Q2,1,12,12,9,4,Q2,1,0,0,1,0,0,Q1,0,0,6,8,5,15.4,0,0,6,7,5,12.2,0,Q1,Q3,0.32,Graduate,Q1,Q1,0
1871,1,1,6,9500,1,1,Q1,1,1,1,4,4,Q1,1,0,0,1,1,1,Q2,0,0,7,14,1,13.0,0,0,7,15,0,0.0,0,Q2,Q2,2.02,Dropout,Q1,Q1,1
3693,1,17,5,9119,1,1,Q1,1,19,37,9,7,Q1,1,0,0,1,1,1,Q1,0,0,5,9,5,12.6,0,0,5,8,2,12.5,0,Q1,Q2,3.51,Dropout,Q2,Q1,1
4218,1,17,3,9773,1,1,Q2,1,1,19,5,7,Q2,0,0,0,1,0,0,Q1,0,0,6,6,6,13.5,0,0,6,6,6,13.333333333333334,0,Q3,Q2,1.79,Enrolled,Q2,Q2,0
4094,2,7,1,9238,1,3,Q1,1,37,19,4,5,Q2,0,0,0,1,0,0,Q4,0,0,6,17,4,13.75,0,0,6,15,6,14.5,0,Q4,Q1,-0.92,Graduate,Q1,Q2,0
1274,1,7,1,9991,0,40,Q1,1,37,37,9,7,Q1,0,0,0,1,0,0,Q4,0,0,5,7,5,11.6,0,0,5,8,5,12.333333333333334,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
2781,1,1,1,9853,1,1,Q1,1,34,37,9,9,Q2,1,0,1,0,0,0,Q2,0,0,6,12,3,10.333333333333334,0,0,6,14,1,11.0,0,Q2,Q2,1.74,Dropout,Q1,Q1,1
3332,1,17,1,9119,1,1,Q1,1,1,1,9,9,Q1,0,0,1,0,1,0,Q3,0,0,5,9,2,11.0,0,0,5,8,2,11.5,2,Q1,Q3,0.32,Dropout,Q1,Q1,1
221,2,1,4,9853,1,1,Q2,1,37,37,5,7,Q1,0,1,0,1,0,1,Q1,0,0,6,6,6,13.333333333333334,0,0,6,6,6,14.5,0,Q2,Q2,1.74,Graduate,Q2,Q2,0
1067,1,1,1,9147,1,1,Q1,1,37,38,3,3,Q1,0,0,0,1,0,0,Q1,0,0,5,8,5,12.333333333333334,2,0,5,7,5,11.4,0,Q4,Q4,-4.06,Graduate,Q2,Q2,0
4347,1,17,5,9147,1,1,Q1,1,1,1,4,4,Q2,1,0,0,1,0,0,Q1,0,0,5,9,2,11.0,0,0,5,12,2,10.0,0,Q1,Q3,0.32,Dropout,Q1,Q1,1
929,1,1,1,9238,1,1,Q2,1,19,37,0,0,Q2,1,0,0,1,0,0,Q1,0,0,6,10,0,0.0,4,0,6,0,0,0.0,0,Q1,Q3,0.32,Dropout,Q1,Q1,1
1495,1,7,1,9119,1,40,Q2,1,3,1,2,5,Q2,0,0,0,1,1,0,Q3,0,0,5,5,5,13.8,0,0,5,7,5,14.142857142857142,0,Q2,Q2,2.02,Graduate,Q2,Q2,0
2045,1,1,2,9500,1,1,Q1,1,19,1,9,1,Q1,0,0,0,1,0,0,Q2,0,0,7,9,6,12.783333333333331,0,0,8,9,7,12.842857142857143,0,Q3,Q1,0.79,Graduate,Q1,Q2,0
2126,1,17,2,9500,1,1,Q1,1,38,1,5,7,Q1,1,0,0,1,0,1,Q2,0,0,7,9,6,13.766666666666666,0,0,8,9,8,13.744444444444444,0,Q4,Q1,-0.92,Dropout,Q1,Q2,1
677,1,1,1,9853,1,1,Q1,1,37,19,7,7,Q2,1,0,0,1,0,0,Q1,0,0,6,9,5,11.833333333333334,0,0,6,6,4,12.0,0,Q4,Q4,-4.06,Enrolled,Q1,Q1,0
1677,5,39,1,9991,0,1,Q1,1,1,1,3,3,Q1,0,0,0,1,1,1,Q4,0,0,5,10,4,10.5,0,0,5,6,5,12.6,0,Q1,Q2,3.51,Graduate,Q1,Q2,0
763,1,15,1,9147,1,1,Q2,21,1,3,192,3,Q1,0,0,1,1,1,0,Q4,1,0,5,10,1,11.0,0,0,5,10,1,10.0,0,Q2,Q2,2.02,Enrolled,Q1,Q1,0
4046,1,1,1,9254,1,1,Q2,1,19,1,9,8,Q2,1,0,0,1,0,1,Q1,0,0,6,7,6,12.857142857142858,0,0,6,10,4,13.0,0,Q3,Q4,-1.7,Graduate,Q2,Q1,0
3556,1,39,1,9254,1,12,Q2,1,37,37,5,7,Q1,1,0,0,1,1,0,Q3,0,0,6,7,6,11.166666666666666,0,0,6,11,4,11.8,0,Q1,Q1,-3.12,Enrolled,Q2,Q1,0
3811,1,39,1,8014,0,1,Q2,1,37,37,9,8,Q1,0,0,1,0,0,0,Q4,0,2,8,12,4,12.0,2,2,7,9,4,12.0,2,Q1,Q2,3.51,Dropout,Q1,Q1,1
3446,1,16,1,9085,1,1,Q2,1,3,3,2,1,Q2,1,0,0,1,0,0,Q1,0,0,6,7,6,15.714285714285714,0,0,6,6,6,14.666666666666666,0,Q3,Q1,0.79,Dropout,Q2,Q2,1
1244,2,43,1,9991,0,1,Q2,1,37,37,4,9,Q1,0,0,0,0,0,0,Q4,0,2,6,10,4,11.75,0,0,5,6,1,10.0,0,Q3,Q4,-1.7,Dropout,Q1,Q1,1
521,1,17,1,9130,1,1,Q1,1,3,19,2,9,Q1,0,0,0,1,0,0,Q1,0,0,5,14,2,12.0,2,0,5,6,5,12.6,0,Q1,Q1,-3.12,Graduate,Q1,Q2,0
3416,1,1,1,9773,1,1,Q2,1,3,3,2,5,Q2,0,0,0,1,0,0,Q1,0,0,6,6,6,12.166666666666666,0,0,6,6,6,12.5,0,Q4,Q1,-0.92,Enrolled,Q2,Q2,0
614,1,1,1,9500,1,1,Q1,1,19,37,9,9,Q1,1,0,0,1,0,1,Q1,0,0,8,8,7,12.357142857142858,0,0,8,8,7,12.357142857142858,0,Q3,Q4,-1.7,Graduate,Q2,Q2,0
2229,1,1,1,9070,1,1,Q1,1,1,1,3,9,Q1,0,0,0,1,1,0,Q1,0,0,6,6,6,11.833333333333334,0,0,6,8,4,10.75,2,Q4,Q1,-0.92,Graduate,Q2,Q1,0
1933,1,39,1,9500,1,19,Q2,1,19,37,9,4,Q1,0,0,0,1,0,1,Q3,0,0,8,8,8,13.3675,0,0,8,8,8,13.3675,0,Q1,Q1,-3.12,Graduate,Q2,Q2,0
1011,1,17,1,9500,1,1,Q1,1,19,1,4,3,Q1,1,0,0,1,0,0,Q2,0,0,7,9,6,11.605,0,0,8,10,7,12.4125,0,Q4,Q1,-0.92,Graduate,Q1,Q2,0
1881,1,39,1,9003,1,1,Q2,1,37,37,9,4,Q2,0,0,0,1,1,0,Q4,0,0,6,16,4,12.0,0,0,6,11,3,10.333333333333334,0,Q3,Q1,0.79,Dropout,Q1,Q1,1
4052,1,1,1,9254,1,1,Q1,1,37,37,9,9,Q1,1,0,0,0,0,1,Q2,0,0,6,12,4,11.25,0,0,6,12,3,11.333333333333334,0,Q1,Q3,0.32,Dropout,Q1,Q1,1
531,1,17,1,9670,1,1,Q1,1,19,37,9,8,Q1,1,0,0,1,1,0,Q3,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Q3,Q1,0.79,Dropout,Q1,Q1,1
1903,1,17,1,9500,1,1,Q2,1,19,1,4,10,Q2,1,0,0,1,0,0,Q1,0,0,7,7,6,13.116666666666667,0,0,7,7,6,13.116666666666667,0,Q1,Q3,0.32,Graduate,Q1,Q2,0
790,1,17,1,9773,1,1,Q2,1,1,19,9,9,Q1,0,0,0,1,0,1,Q1,0,0,6,6,6,13.166666666666666,0,0,6,6,6,13.833333333333334,0,Q2,Q2,2.02,Graduate,Q2,Q2,0
4310,1,44,1,9085,1,39,Q2,1,38,37,9,4,Q2,1,0,0,1,1,1,Q3,0,0,6,9,6,13.428571428571429,0,1,6,12,6,13.625,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
1794,1,43,1,9500,1,1,Q2,1,19,37,173,183,Q1,1,0,0,1,0,0,Q3,0,0,7,12,4,13.125,0,0,7,8,6,12.333333333333334,0,Q3,Q1,0.79,Enrolled,Q1,Q2,0
1717,2,39,1,9500,1,1,Q1,1,37,38,4,4,Q2,0,0,0,1,1,1,Q4,0,0,8,16,1,10.0,1,0,8,16,1,10.0,1,Q3,Q4,-1.7,Enrolled,Q1,Q1,0
3327,1,39,1,9130,1,39,Q2,1,1,3,4,1,Q2,0,0,0,1,1,0,Q4,0,0,6,9,0,0.0,0,0,6,8,1,10.0,1,Q4,Q1,-0.92,Dropout,Q1,Q1,1
3804,1,1,1,9147,1,1,Q2,1,1,19,5,5,Q2,1,0,0,1,0,0,Q1,0,0,5,10,4,10.75,1,0,5,13,2,10.0,0,Q1,Q1,-3.12,Dropout,Q1,Q1,1
2436,1,39,1,9003,1,1,Q1,1,1,3,2,6,Q1,0,0,0,1,1,0,Q4,0,8,18,27,13,13.714285714285714,1,7,12,18,12,12.083333333333334,0,Q4,Q4,-4.06,Graduate,Q1,Q2,0
3170,1,17,1,9147,1,1,Q1,1,1,37,4,8,Q1,1,0,0,1,1,1,Q2,0,0,5,11,4,12.0,0,0,5,5,5,12.8,0,Q2,Q2,2.02,Graduate,Q1,Q2,0
433,1,1,1,9500,1,1,Q2,1,1,1,90,3,Q2,0,0,0,1,0,1,Q1,0,0,7,7,0,0.0,2,0,7,7,0,0.0,2,Q1,Q3,0.32,Dropout,Q1,Q1,1
131,1,17,2,9070,1,1,Q1,1,37,37,9,9,Q1,1,0,0,1,0,0,Q1,0,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,Q1,Q3,0.32,Graduate,Q2,Q2,0
3168,1,1,1,9254,1,1,Q1,1,1,1,4,2,Q2,0,0,1,0,0,1,Q3,0,0,6,7,6,13.428571428571429,0,0,6,8,6,11.333333333333334,0,Q1,Q2,3.51,Dropout,Q2,Q2,1
4317,1,17,1,9670,1,1,Q1,1,1,19,4,8,Q1,0,0,0,1,1,1,Q1,0,0,6,7,6,12.0,0,0,6,6,6,14.0,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
1282,1,17,5,9254,1,1,Q1,1,1,19,4,7,Q1,1,0,0,0,1,0,Q1,0,0,6,12,0,0.0,0,0,6,0,0,0.0,0,Q1,Q1,-3.12,Dropout,Q1,Q1,1
843,1,1,3,9500,1,1,Q2,1,37,38,9,5,Q2,1,0,0,1,0,0,Q1,0,0,7,7,6,14.016666666666666,0,0,7,7,6,14.016666666666666,0,Q1,Q3,0.32,Graduate,Q1,Q2,0
1451,1,1,1,9003,1,1,Q2,1,19,37,9,9,Q2,1,0,0,1,1,0,Q1,0,8,12,17,11,12.0,2,4,12,21,12,12.307692307692308,0,Q4,Q4,-4.06,Graduate,Q2,Q2,0
1429,1,17,1,9773,1,1,Q1,1,19,38,9,7,Q1,1,0,0,1,0,1,Q3,0,0,6,6,5,13.0,0,0,6,7,6,12.833333333333334,0,Q1,Q2,3.51,Graduate,Q1,Q2,0
107,1,1,1,9085,1,1,Q1,1,1,1,4,4,Q1,1,0,0,1,0,0,Q2,0,0,6,15,4,14.2,0,0,6,17,4,13.25,0,Q4,Q4,-4.06,Dropout,Q1,Q1,1
4348,1,1,1,9500,1,1,Q1,1,3,1,2,9,Q1,1,0,0,1,0,0,Q2,0,0,7,7,7,14.105714285714289,0,0,8,8,8,13.6625,0,Q2,Q2,2.02,Graduate,Q2,Q2,0
1635,1,17,1,9670,1,1,Q1,1,38,37,7,5,Q2,0,0,0,1,1,1,Q1,0,0,6,7,6,12.285714285714286,0,0,6,7,6,13.333333333333334,1,Q4,Q1,-0.92,Graduate,Q2,Q2,0
1703,1,1,1,9238,1,1,Q1,1,38,38,7,7,Q2,1,0,0,1,1,0,Q1,0,0,6,8,6,12.5,0,0,6,7,6,11.5,0,Q2,Q2,1.74,Graduate,Q2,Q2,0
1322,1,1,5,9500,1,1,Q2,1,38,38,9,9,Q1,1,0,0,1,0,1,Q1,0,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,Q1,Q1,-3.12,Graduate,Q2,Q2,0
4244,1,1,1,171,1,1,Q2,1,3,3,2,5,Q2,1,0,0,1,0,0,Q1,0,6,12,13,12,12.333333333333334,0,4,11,12,10,12.727272727272728,0,Q1,Q2,3.51,Dropout,Q2,Q2,1
3496,2,39,1,9991,0,1,Q2,1,37,37,5,8,Q2,0,0,0,0,1,0,Q4,0,0,5,13,2,11.5,0,0,5,12,3,10.8,0,Q3,Q1,0.79,Dropout,Q1,Q1,1
4024,1,15,1,9556,1,1,Q1,26,3,19,122,144,Q1,0,0,0,1,0,0,Q2,1,0,7,14,0,0.0,6,0,7,12,2,11.666666666666666,0,Q1,Q2,3.51,Enrolled,Q1,Q1,0
1137,1,1,1,9254,1,1,Q2,1,1,38,4,9,Q2,1,0,0,1,0,1,Q3,0,0,6,8,6,12.166666666666666,0,0,6,11,3,11.666666666666666,0,Q2,Q2,1.74,Dropout,Q2,Q1,1
2276,2,39,1,8014,0,19,Q2,1,37,37,6,6,Q2,0,0,0,1,1,0,Q4,0,0,6,8,6,12.166666666666666,0,0,6,8,6,14.428571428571429,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
3380,1,39,1,9500,1,1,Q1,1,19,19,9,8,Q1,0,0,0,1,0,0,Q4,0,0,7,12,3,13.766666666666666,0,0,7,11,3,12.066666666666668,0,Q3,Q1,0.79,Dropout,Q1,Q1,1
1571,1,39,1,9003,1,19,Q2,1,37,37,9,10,Q1,0,0,1,0,1,0,Q4,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,Q4,Q1,-0.92,Dropout,Q1,Q1,1
3675,1,17,1,9070,1,1,Q1,1,38,19,9,3,Q1,1,0,0,1,0,0,Q3,0,0,6,6,6,12.5,0,0,6,6,6,12.666666666666666,0,Q1,Q3,0.32,Graduate,Q2,Q2,0
2179,1,1,3,9773,1,1,Q1,1,38,37,5,5,Q2,1,0,0,1,0,0,Q1,0,0,6,8,6,12.666666666666666,0,0,6,7,6,12.714285714285714,0,Q1,Q1,-3.12,Graduate,Q2,Q2,0
1397,1,44,1,9070,1,39,Q2,1,12,37,3,9,Q2,0,0,1,1,0,1,Q3,0,2,7,7,7,13.571428571428571,0,5,9,9,9,13.77777777777778,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
1997,1,17,1,9773,1,1,Q1,1,37,37,9,9,Q1,0,0,0,1,0,0,Q1,0,0,6,7,6,12.857142857142858,0,0,6,6,6,13.333333333333334,0,Q3,Q1,0.79,Graduate,Q2,Q2,0
3817,1,17,1,9003,1,1,Q1,1,38,37,5,9,Q2,1,0,0,1,1,1,Q3,0,17,18,19,18,11.894736842105264,0,12,13,13,13,12.923076923076923,0,Q4,Q4,-4.06,Graduate,Q2,Q2,0
3542,1,39,1,9991,0,1,Q1,1,37,38,9,4,Q2,0,0,0,1,1,0,Q4,0,0,5,7,4,12.25,0,0,5,7,4,12.75,0,Q4,Q4,-4.06,Enrolled,Q1,Q1,0
1012,1,17,1,9147,1,1,Q2,1,1,38,4,5,Q2,0,0,0,1,0,1,Q1,0,0,5,5,5,14.6,0,0,5,8,5,12.0,0,Q3,Q4,-1.7,Graduate,Q2,Q2,0
468,1,1,5,9500,1,1,Q2,1,19,38,4,8,Q2,1,0,0,1,0,1,Q1,0,0,8,9,8,13.31,1,0,8,9,8,13.31,1,Q1,Q1,-3.12,Graduate,Q2,Q2,0
3320,1,1,1,9773,1,1,Q1,1,1,37,5,9,Q1,0,0,0,1,1,1,Q1,0,0,6,8,6,11.833333333333334,0,0,6,11,3,13.0,0,Q4,Q4,-4.06,Graduate,Q2,Q1,0
3409,1,1,5,9773,1,1,Q1,1,19,38,3,5,Q1,1,0,0,1,0,0,Q2,0,0,6,7,6,13.833333333333334,0,0,6,6,6,12.833333333333334,0,Q2,Q2,2.02,Graduate,Q2,Q2,0
3396,1,43,1,9147,1,1,Q1,1,3,19,2,9,Q2,0,0,0,1,0,0,Q1,0,0,5,5,0,0.0,0,0,5,9,4,13.25,2,Q4,Q1,-0.92,Enrolled,Q1,Q1,0
4100,1,43,1,9556,1,1,Q2,1,1,1,4,8,Q2,1,1,0,1,0,0,Q2,0,1,7,9,7,12.333333333333334,0,0,8,8,8,12.625,0,Q3,Q4,-1.7,Enrolled,Q2,Q2,0
392,1,1,6,9773,1,1,Q2,1,30,37,7,7,Q2,1,0,1,0,0,0,Q1,0,0,6,8,5,13.0,0,0,6,8,5,11.4,0,Q1,Q3,0.32,Dropout,Q1,Q1,1
658,1,43,1,9070,1,1,Q2,1,1,19,5,10,Q2,0,0,0,1,0,0,Q2,0,0,6,6,5,12.4,0,0,6,9,5,12.4,0,Q3,Q4,-1.7,Graduate,Q1,Q1,0
2258,1,7,1,9070,1,3,Q1,1,4,4,2,2,Q1,0,0,0,1,1,0,Q4,0,0,6,9,2,12.0,0,0,6,10,3,12.666666666666666,0,Q3,Q4,-1.7,Dropout,Q1,Q1,1
2819,1,43,1,9773,1,1,Q1,1,19,1,5,5,Q1,1,0,0,1,0,0,Q1,0,0,6,6,0,0.0,0,0,6,10,3,11.0,0,Q4,Q1,-0.92,Enrolled,Q1,Q1,0
1543,1,7,1,9130,1,2,Q2,6,42,1,4,9,Q1,0,0,0,1,1,0,Q4,1,0,7,8,0,0.0,1,0,6,9,0,0.0,0,Q1,Q2,3.51,Dropout,Q1,Q1,1
4253,1,18,2,9853,1,1,Q1,1,19,37,9,4,Q1,1,0,1,0,0,0,Q1,0,0,7,11,5,12.2,0,0,7,13,0,0.0,0,Q3,Q2,1.79,Dropout,Q1,Q1,1
1040,1,17,4,9070,1,1,Q1,1,1,19,4,5,Q1,1,0,0,1,0,0,Q1,0,0,6,8,5,11.8,0,0,6,7,5,10.4,1,Q4,Q1,-0.92,Graduate,Q1,Q1,0
2034,2,39,1,9773,1,19,Q2,1,37,37,6,6,Q2,0,0,1,1,1,1,Q4,0,0,6,8,6,12.285714285714286,0,0,6,7,6,14.166666666666666,0,Q2,Q2,1.74,Graduate,Q2,Q2,0
4420,1,1,2,9773,1,1,Q1,105,1,1,9,9,Q1,1,0,1,0,0,0,Q1,1,0,6,6,6,12.0,0,0,6,6,2,11.0,0,Q2,Q2,2.02,Dropout,Q2,Q1,1
680,1,17,2,9254,1,1,Q1,41,19,38,9,9,Q1,1,0,0,1,0,0,Q3,1,0,6,7,6,10.833333333333334,0,0,6,6,6,10.666666666666666,0,Q3,Q1,0.79,Graduate,Q2,Q2,0
4175,1,43,1,9500,1,1,Q2,1,38,19,9,5,Q2,1,0,0,1,0,0,Q1,0,0,8,12,7,12.071428571428571,0,0,8,12,7,12.071428571428571,0,Q3,Q4,-1.7,Graduate,Q2,Q2,0
2053,1,1,6,9500,1,1,Q2,1,1,38,3,9,Q1,1,0,0,1,0,0,Q1,0,0,7,10,5,13.44,0,0,7,8,6,13.066666666666668,0,Q3,Q2,1.79,Enrolled,Q1,Q2,0
4167,1,17,2,9070,1,1,Q2,1,19,38,4,7,Q2,1,0,0,1,0,0,Q1,0,0,6,6,6,14.333333333333334,0,0,6,6,6,13.5,0,Q1,Q1,-3.12,Graduate,Q2,Q2,0
2208,1,17,2,9147,1,1,Q2,1,38,38,4,7,Q1,1,0,0,1,1,1,Q3,0,0,5,7,3,12.333333333333334,0,0,5,9,3,10.571428571428571,0,Q2,Q2,1.74,Enrolled,Q1,Q1,0
3438,1,39,2,9556,1,19,Q2,1,37,37,3,7,Q1,0,0,0,1,0,0,Q3,0,0,7,10,6,11.416666666666666,0,0,8,9,8,11.9625,0,Q3,Q1,0.79,Graduate,Q1,Q2,0
3595,1,44,1,9003,1,39,Q2,1,19,38,9,10,Q2,0,0,0,1,1,0,Q1,0,0,6,15,3,13.25,0,0,6,9,1,12.0,0,Q3,Q1,0.79,Dropout,Q1,Q1,1
3937,1,1,3,9254,1,1,Q1,1,19,19,9,9,Q2,1,0,0,1,0,0,Q3,0,0,6,10,4,10.0,0,0,6,12,2,13.5,0,Q1,Q1,-3.12,Enrolled,Q1,Q1,0
2546,1,1,1,9238,1,1,Q2,1,19,19,9,5,Q2,1,0,0,1,0,0,Q2,0,0,6,6,6,13.833333333333334,0,0,6,6,6,11.833333333333334,0,Q2,Q2,1.74,Graduate,Q2,Q2,0
2111,1,17,1,9003,1,1,Q1,1,19,1,9,2,Q2,1,0,0,1,0,1,Q1,0,0,6,7,6,15.0,0,0,6,8,6,14.333333333333334,0,Q3,Q2,1.79,Graduate,Q2,Q2,0
2954,4,39,1,9238,1,1,Q1,1,37,37,9,9,Q1,1,0,0,1,0,1,Q4,0,0,6,7,6,14.0,0,0,6,7,5,14.8,0,Q3,Q4,-1.7,Graduate,Q2,Q1,0
871,2,39,1,9119,1,1,Q1,1,34,34,0,0,Q2,1,0,0,1,1,0,Q4,0,0,5,14,1,18.0,0,0,5,9,2,13.0,0,Q1,Q1,-3.12,Dropout,Q1,Q1,1
